RAh,RAm,RAs,eRA,DE-,DEd,DEm,DEs,eDE,S1.266,e_S1.266,Group,PixX,PixY
4,18,18.243,0.202,-,79,41,2.67,0.54,13.4,1.6,,1532.9,3063.4
4,18,18.248,0.183,-,79,46,0.18,0.49,17.0,1.9,,1537.9,2825.4
4,18,18.348,0.119,-,80,20,42.08,0.3,49.5,3.8,,1572.5,1160.3
4,18,18.374,0.078,-,80,2,0.19,0.2,103.9,5.7,,1553.6,2057.6
4,18,18.427,0.131,-,79,32,52.29,0.36,33.2,3.0,,1524.3,3455.6
4,18,18.439,0.148,-,80,11,12.59,0.38,29.1,2.7,,1562.8,1615.8
4,18,18.502,0.196,-,80,7,24.51,0.5,15.8,1.8,,1558.8,1798.2
4,18,18.527,0.196,-,80,17,14.82,0.49,16.2,1.8,,1568.6,1326.1
4,18,18.55,0.178,-,80,20,24.44,0.45,20.0,2.1,,1571.8,1174.4
4,18,18.718,0.188,-,79,46,14.47,0.5,15.8,1.8,,1537.1,2814.0
4,18,18.777,0.244,-,80,12,16.98,0.62,10.1,1.3,,1563.1,1564.3
4,18,18.875,0.148,-,79,53,30.8,0.39,27.1,2.5,,1544.1,2465.0
4,18,18.976,0.144,-,79,41,29.92,0.39,27.8,2.6,,1531.8,3041.6
4,18,19.015,0.225,-,79,47,13.98,0.6,10.9,1.4,,1537.5,2766.4
4,18,19.058,0.145,-,80,6,50.59,0.37,30.4,2.7,,1557.1,1825.3
4,18,19.105,0.193,-,79,33,0.69,0.52,14.4,1.8,,1523.0,3448.9
4,18,19.164,0.149,-,80,7,54.89,0.38,28.3,2.6,,1558.0,1773.9
4,18,19.398,0.128,-,79,36,58.36,0.34,35.5,3.1,,1526.3,3258.8
4,18,19.415,0.197,-,80,25,22.37,0.49,16.5,1.9,,1575.0,936.1
4,18,19.461,0.125,-,80,2,16.6,0.32,41.2,3.4,,1551.7,2044.4
4,18,19.737,0.111,-,79,47,38.55,0.3,51.1,3.9,,1536.3,2746.7
4,18,20.017,0.051,-,79,30,52.62,0.14,243.3,9.5,,1518.8,3551.2
4,18,20.119,0.193,-,79,51,36.28,0.51,15.2,1.7,,1539.5,2556.5
4,18,20.235,0.167,-,79,38,25.3,0.45,20.0,2.1,,1526.0,3189.2
4,18,20.313,0.234,-,79,55,15.67,0.61,10.3,1.3,,1542.8,2381.1
4,18,20.6,0.08,-,80,18,22.45,0.2,104.9,5.7,,1565.6,1271.9
4,18,20.759,0.113,-,79,48,3.94,0.3,49.2,3.8,,1534.6,2726.4
4,18,20.782,0.121,-,80,25,42.36,0.3,48.1,3.8,,1572.6,920.0
4,18,20.794,0.201,-,80,16,55.16,0.5,15.4,1.8,,1563.7,1341.7
4,18,20.817,0.174,-,79,46,48.72,0.47,18.7,2.0,,1533.2,2786.5
4,18,20.851,0.223,-,80,1,7.13,0.58,11.6,1.4,,1547.6,2099.9
4,18,20.89,0.193,-,80,20,54.05,0.49,16.9,1.9,,1567.6,1150.6
4,18,20.965,0.201,-,79,56,59.04,0.52,14.2,1.6,,1543.2,2298.4
4,18,20.974,0.073,-,80,2,48.38,0.18,118.3,6.0,,1549.1,2018.9
4,18,21.037,0.178,-,80,23,14.1,0.45,20.5,2.2,,1569.6,1038.6
4,18,21.229,0.166,-,79,29,42.68,0.46,19.5,2.2,,1515.0,3607.1
4,18,21.24,0.186,-,79,44,13.06,0.49,16.1,1.8,,1529.7,2911.0
4,18,21.319,0.144,-,79,36,12.21,0.39,27.4,2.6,,1521.4,3295.6
4,18,21.345,0.145,-,79,59,20.54,0.38,29.3,2.7,,1544.8,2185.2
4,18,21.375,0.082,-,80,24,17.4,0.21,101.0,5.6,,1570.0,988.0
4,18,21.422,0.123,-,79,54,19.42,0.32,41.2,3.4,,1539.5,2426.0
4,18,21.605,0.197,-,79,32,51.35,0.53,13.7,1.7,,1517.4,3456.2
4,18,21.715,0.145,-,80,28,24.12,0.36,32.4,3.0,,1573.5,790.6
4,18,21.804,0.162,-,80,9,25.86,0.42,23.9,2.3,,1554.1,1701.0
4,18,21.902,0.235,-,80,27,37.13,0.58,11.4,1.6,,1572.4,828.2
4,18,21.937,0.178,-,80,11,32.69,0.46,19.4,2.0,,1555.9,1599.6
4,18,22.204,0.173,-,79,53,15.78,0.46,19.5,2.0,,1536.8,2476.9
4,18,22.206,0.214,-,79,31,35.85,0.58,11.5,1.6,,1514.8,3516.6
4,18,22.214,0.174,-,80,3,13.17,0.46,19.8,2.0,,1546.9,1999.1
4,18,22.316,0.103,-,79,59,9.9,0.27,63.2,4.4,,1542.6,2193.6
4,18,22.337,0.162,-,79,50,1.72,0.43,21.9,2.2,,1533.2,2632.1
4,18,22.433,0.167,-,80,30,9.84,0.42,23.9,2.5,,1573.9,706.0
4,18,22.517,0.224,-,79,49,5.36,0.59,11.1,1.4,,1531.9,2677.1
4,18,22.661,0.07,-,80,17,59.32,0.18,130.7,6.3,,1561.0,1290.3
4,18,22.691,0.237,-,80,11,46.12,0.6,10.7,1.4,,1554.6,1588.8
4,18,22.732,0.197,-,80,28,1.01,0.49,16.6,2.0,,1571.1,809.1
4,18,22.757,0.191,-,79,53,35.58,0.5,15.9,1.8,,1536.0,2461.0
4,18,22.904,0.215,-,80,5,0.56,0.55,12.8,1.5,,1547.3,1913.1
4,18,23.273,0.086,-,79,50,19.18,0.22,85.5,5.2,,1531.6,2618.1
4,18,23.28,0.204,-,80,12,44.62,0.52,14.6,1.7,,1554.4,1542.0
4,18,23.301,0.13,-,80,5,41.65,0.33,38.5,3.2,,1547.2,1880.3
4,18,23.339,0.074,-,79,37,59.84,0.2,106.6,5.7,,1518.8,3209.4
4,18,23.367,0.223,-,80,4,11.09,0.57,11.8,1.4,,1545.5,1952.7
4,18,23.4,0.173,-,80,16,1.72,0.44,21.2,2.2,,1557.5,1384.3
4,18,23.475,0.114,-,79,37,35.84,0.3,46.1,3.7,,1518.1,3228.6
4,18,23.505,0.119,-,79,30,3.48,0.32,40.5,3.4,,1510.4,3590.4
4,18,23.649,0.144,-,80,6,46.97,0.37,30.8,2.8,,1547.6,1828.0
4,18,23.823,0.161,-,80,14,55.15,0.41,24.6,2.4,,1555.5,1437.5
4,18,24.011,0.183,-,79,28,33.04,0.5,15.7,2.0,,1507.7,3662.7
4,18,24.031,0.187,-,79,58,10.33,0.49,16.8,1.8,,1538.0,2241.2
4,18,24.209,0.159,-,79,55,1.46,0.42,23.7,2.3,,1534.4,2392.3
4,18,24.256,0.222,-,80,19,12.75,0.56,12.5,1.5,,1559.1,1231.5
4,18,24.278,0.19,-,80,28,41.24,0.48,18.0,2.1,,1568.7,776.8
4,18,24.559,0.054,-,79,36,34.4,0.14,207.6,8.4,,1514.8,3277.7
4,18,24.584,0.22,-,79,28,53.71,0.6,10.7,1.6,,1506.8,3646.1
4,18,24.608,0.218,-,79,40,21.62,0.58,11.4,1.5,,1518.5,3095.9
4,18,24.65,0.164,-,80,31,15.41,0.41,24.8,2.5,,1570.6,653.5
4,18,24.727,0.146,-,79,34,27.56,0.4,26.6,2.6,,1512.2,3379.1
4,18,24.77,0.212,-,79,34,11.42,0.57,11.9,1.6,,1511.9,3392.0
4,18,24.843,0.232,-,79,54,11.61,0.61,10.5,1.3,,1532.2,2432.1
4,18,24.913,0.177,-,79,56,14.1,0.47,18.8,2.0,,1534.1,2334.1
4,18,24.936,0.088,-,79,51,48.99,0.23,82.3,5.1,,1529.6,2546.2
4,18,24.972,0.157,-,79,53,25.73,0.42,23.9,2.3,,1531.1,2468.8
4,18,25.015,0.207,-,79,48,39.68,0.55,13.1,1.5,,1526.2,2697.6
4,18,25.148,0.14,-,80,10,23.07,0.36,32.8,2.9,,1548.2,1655.1
4,18,25.172,0.155,-,80,9,32.36,0.4,26.1,2.5,,1547.3,1695.7
4,18,25.181,0.145,-,79,28,4.54,0.4,26.1,2.6,,1504.7,3685.4
4,18,25.407,0.116,-,80,27,28.01,0.29,54.7,4.1,,1565.2,835.3
4,18,25.411,0.187,-,79,45,10.99,0.49,16.1,1.8,,1521.8,2864.5
4,18,25.428,0.101,-,79,40,39.29,0.27,60.9,4.3,,1517.1,3081.8
4,18,25.584,0.046,-,79,57,21.0,0.12,2354.6,84.1,,1533.9,2280.6
4,18,25.671,0.154,-,80,22,53.26,0.39,28.0,2.6,,1560.0,1055.1
4,18,25.698,0.121,-,80,11,40.75,0.31,45.3,3.6,,1548.4,1592.9
4,18,25.888,0.167,-,79,53,4.3,0.44,20.9,2.1,,1528.8,2485.9
4,18,26.132,0.174,-,79,48,5.54,0.47,18.8,2.0,,1523.2,2724.8
4,18,26.221,0.14,-,80,12,11.85,0.36,33.1,2.9,,1547.9,1568.0
4,18,26.288,0.168,-,80,15,24.77,0.43,22.5,2.2,,1551.0,1413.7
4,18,26.418,0.235,-,80,7,54.37,0.6,10.7,1.3,,1543.0,1774.0
4,18,26.508,0.189,-,79,49,5.41,0.49,16.0,1.8,,1523.4,2676.9
4,18,26.571,0.23,-,79,33,43.93,0.62,10.0,1.4,,1507.5,3413.9
4,18,26.642,0.21,-,80,5,22.73,0.54,13.5,1.6,,1540.0,1895.2
4,18,26.654,0.194,-,79,43,24.46,0.52,14.6,1.7,,1517.3,2949.6
4,18,26.724,0.172,-,79,51,56.58,0.46,19.5,2.0,,1525.9,2540.0
4,18,26.906,0.202,-,80,28,17.31,0.5,15.8,1.9,,1563.1,795.8
4,18,26.964,0.164,-,79,44,49.67,0.44,21.0,2.2,,1518.1,2881.4
4,18,27.028,0.169,-,79,46,6.87,0.45,20.0,2.1,,1519.3,2819.7
4,18,27.111,0.147,-,79,45,43.91,0.39,27.2,2.5,,1518.7,2838.1
4,18,27.24,0.107,-,80,8,35.21,0.28,60.2,4.3,,1542.0,1741.3
4,18,27.241,0.133,-,79,33,9.94,0.36,32.5,3.0,,1505.4,3441.1
4,18,27.297,0.182,-,79,29,38.13,0.5,16.0,2.0,,1501.7,3610.5
4,18,27.316,0.154,-,80,24,41.9,0.38,28.3,2.7,,1558.6,968.1
4,18,27.317,0.221,-,79,53,12.29,0.58,11.6,1.4,,1526.0,2479.4
4,18,27.346,0.244,-,80,29,3.05,0.6,10.7,1.5,,1563.0,759.2
4,18,27.424,0.118,-,80,7,0.62,0.3,48.3,3.7,,1540.0,1816.9
4,18,27.494,0.16,-,79,39,46.22,0.43,21.9,2.2,,1511.7,3124.1
4,18,27.53,0.045,-,79,42,43.84,0.12,5381.4,193.0,,1514.7,2982.1
4,18,27.655,0.045,-,79,42,27.83,0.12,930.5,33.1,,1514.1,2994.9
4,18,27.737,0.221,-,79,46,23.6,0.58,11.4,1.4,,1518.0,2806.3
4,18,27.812,0.166,-,79,29,3.87,0.46,19.5,2.2,,1499.9,3637.9
4,18,27.908,0.129,-,79,52,14.31,0.34,37.0,3.1,,1523.7,2525.8
4,18,28.147,0.163,-,79,43,32.31,0.44,21.2,2.2,,1514.2,2943.3
4,18,28.247,0.158,-,79,36,46.27,0.43,22.4,2.3,,1507.0,3268.0
4,18,28.636,0.122,-,80,29,28.29,0.3,48.2,3.8,,1560.9,739.0
4,18,28.652,0.152,-,79,58,20.4,0.4,26.3,2.5,,1528.5,2232.9
4,18,28.745,0.207,-,80,11,34.29,0.52,14.2,1.6,,1542.1,1598.0
4,18,28.955,0.242,-,80,9,32.54,0.62,10.1,1.3,,1539.5,1695.3
4,18,28.957,0.132,-,80,8,9.45,0.34,37.5,3.2,,1538.1,1761.8
4,18,29.106,0.151,-,80,4,1.0,0.39,27.0,2.5,,1533.5,1960.5
4,18,29.163,0.115,-,79,33,51.36,0.31,45.0,3.6,,1502.0,3407.9
4,18,29.174,0.2,-,80,19,52.63,0.5,15.7,1.8,,1549.8,1199.4
4,18,29.215,0.174,-,79,56,39.89,0.46,19.3,2.0,,1525.6,2313.3
4,18,29.222,0.172,-,80,17,57.82,0.44,21.7,2.2,,1547.7,1291.2
4,18,29.338,0.225,-,80,30,51.32,0.56,12.6,1.7,,1560.9,672.6
4,18,29.352,0.169,-,79,36,13.16,0.46,19.3,2.1,,1504.0,3294.4
4,18,29.409,0.145,-,79,58,1.32,0.38,29.0,2.6,,1526.6,2248.2
4,18,29.413,0.239,-,80,3,14.97,0.62,10.2,1.3,,1532.0,1997.3
4,18,29.504,0.155,-,79,29,30.3,0.43,22.7,2.4,,1496.7,3616.6
4,18,29.594,0.227,-,80,20,59.1,0.57,12.1,1.5,,1550.1,1146.2
4,18,29.601,0.116,-,79,58,39.67,0.3,47.7,3.7,,1526.9,2217.5
4,18,29.607,0.14,-,80,15,27.99,0.35,33.6,2.9,,1544.4,1411.0
4,18,29.642,0.049,-,80,23,26.84,0.12,915.0,32.6,,1552.6,1028.0
4,18,29.668,0.142,-,79,42,0.51,0.38,28.5,2.7,,1509.4,3016.6
4,18,29.688,0.15,-,80,16,16.24,0.38,29.1,2.7,,1545.0,1372.4
4,18,29.724,0.216,-,80,21,30.64,0.54,13.4,1.6,,1550.4,1121.0
4,18,29.731,0.062,-,79,55,15.85,0.16,156.0,6.9,,1523.0,2380.5
4,18,29.833,0.22,-,80,6,5.12,0.56,12.2,1.5,,1534.1,1861.2
4,18,29.86,0.096,-,79,54,20.53,0.25,70.1,4.7,,1521.8,2424.7
4,18,29.953,0.204,-,80,1,44.69,0.53,14.0,1.6,,1529.3,2069.5
4,18,30.045,0.242,-,80,28,8.53,0.6,10.8,1.5,,1556.7,802.7
4,18,30.108,0.22,-,79,45,0.89,0.58,11.4,1.4,,1511.6,2872.3
4,18,30.235,0.217,-,80,21,9.48,0.54,13.2,1.6,,1549.0,1137.9
4,18,30.309,0.124,-,80,5,16.07,0.32,42.3,3.4,,1532.3,1900.4
4,18,30.317,0.16,-,79,46,47.01,0.43,22.5,2.2,,1513.0,2787.4
4,18,30.332,0.216,-,80,2,18.6,0.56,12.5,1.5,,1529.1,2042.3
4,18,30.396,0.137,-,79,49,54.34,0.36,32.2,2.8,,1516.0,2637.6
4,18,30.466,0.216,-,80,22,55.11,0.54,13.4,1.7,,1550.4,1053.4
4,18,30.728,0.246,-,80,27,49.99,0.61,10.5,1.5,,1555.0,817.5
4,18,30.734,0.131,-,80,11,30.2,0.33,38.3,3.2,,1537.9,1601.2
4,18,30.748,0.199,-,79,48,17.04,0.52,14.2,1.6,,1513.6,2715.4
4,18,30.809,0.15,-,80,10,26.99,0.39,28.2,2.6,,1536.7,1651.7
4,18,30.815,0.16,-,80,32,1.66,0.4,26.5,2.7,,1559.3,616.2
4,18,30.818,0.183,-,80,4,57.19,0.48,18.0,1.9,,1530.9,1915.5
4,18,30.884,0.12,-,79,52,37.7,0.31,43.9,3.5,,1517.9,2506.9
4,18,30.954,0.221,-,80,10,38.26,0.56,12.2,1.5,,1536.6,1642.7
4,18,30.968,0.193,-,79,53,44.27,0.51,15.3,1.7,,1518.8,2453.7
4,18,31.007,0.139,-,80,20,5.65,0.35,34.3,3.0,,1546.4,1188.9
4,18,31.024,0.106,-,79,35,48.28,0.29,54.9,4.1,,1500.0,3314.3
4,18,31.037,0.194,-,80,1,17.05,0.5,15.7,1.7,,1526.6,2091.5
4,18,31.045,0.121,-,80,11,51.9,0.31,45.6,3.6,,1537.7,1583.8
4,18,31.073,0.161,-,79,38,45.67,0.44,21.4,2.2,,1502.9,3172.4
4,18,31.105,0.16,-,79,36,21.93,0.44,21.6,2.2,,1500.4,3287.3
4,18,31.14,0.205,-,79,43,43.87,0.54,13.2,1.6,,1508.0,2933.9
4,18,31.156,0.139,-,80,6,16.14,0.36,33.0,2.9,,1531.6,1852.3
4,18,31.302,0.048,-,80,14,6.5,0.12,712.8,25.4,,1539.5,1476.1
4,18,31.404,0.23,-,79,40,4.97,0.62,10.1,1.4,,1503.6,3108.9
4,18,31.423,0.15,-,80,9,56.67,0.39,27.9,2.6,,1534.9,1675.9
4,18,31.469,0.122,-,79,59,34.04,0.31,43.1,3.5,,1523.9,2173.9
4,18,31.584,0.073,-,80,30,11.24,0.18,124.3,6.2,,1555.8,704.5
4,18,32.021,0.189,-,79,39,0.85,0.51,15.3,1.8,,1501.2,3160.2
4,18,32.101,0.138,-,79,29,9.39,0.38,29.1,2.8,,1490.7,3633.2
4,18,32.319,0.084,-,79,53,18.3,0.22,90.5,5.3,,1515.5,2474.4
4,18,32.349,0.163,-,79,54,42.08,0.43,22.2,2.2,,1516.9,2407.4
4,18,32.359,0.088,-,79,58,46.08,0.23,83.5,5.1,,1521.2,2212.2
4,18,32.387,0.111,-,79,48,54.11,0.3,51.4,3.9,,1510.8,2685.7
4,18,32.461,0.152,-,79,39,40.9,0.41,24.6,2.4,,1500.9,3128.1
4,18,32.487,0.195,-,79,48,8.86,0.51,14.8,1.7,,1509.8,2721.9
4,18,32.524,0.141,-,79,55,59.98,0.37,30.7,2.8,,1517.9,2345.1
4,18,32.587,0.12,-,79,51,16.38,0.31,43.6,3.5,,1512.8,2571.9
4,18,32.653,0.213,-,80,17,3.41,0.54,13.6,1.6,,1539.9,1334.6
4,18,32.809,0.168,-,80,8,38.81,0.43,22.0,2.2,,1530.7,1738.1
4,18,33.035,0.155,-,79,55,48.06,0.41,24.8,2.4,,1516.7,2354.6
4,18,33.125,0.049,-,80,7,49.82,0.13,476.7,17.2,,1529.2,1777.3
4,18,33.157,0.23,-,80,31,34.9,0.57,12.1,1.7,,1554.2,637.5
4,18,33.532,0.077,-,80,8,18.56,0.2,109.0,5.8,,1528.8,1754.3
4,18,33.599,0.194,-,80,22,27.45,0.49,16.8,1.9,,1543.6,1075.4
4,18,33.652,0.227,-,80,18,40.24,0.57,11.9,1.5,,1539.5,1257.1
4,18,33.686,0.148,-,80,12,2.13,0.38,29.5,2.7,,1532.5,1575.5
4,18,33.89,0.092,-,79,55,40.21,0.24,76.2,4.9,,1514.7,2360.8
4,18,33.897,0.145,-,79,59,55.06,0.38,29.0,2.7,,1519.2,2157.0
4,18,33.92,0.158,-,79,54,24.76,0.42,23.7,2.3,,1513.3,2421.2
4,18,33.981,0.061,-,79,39,20.16,0.16,155.0,6.9,,1497.3,3144.7
4,18,34.211,0.176,-,80,25,3.76,0.44,21.0,2.2,,1545.2,950.3
4,18,34.271,0.063,-,79,59,46.15,0.16,152.4,6.8,,1518.3,2164.1
4,18,34.409,0.085,-,79,38,13.34,0.22,84.5,5.2,,1495.2,3198.1
4,18,34.419,0.187,-,79,59,10.94,0.49,16.8,1.8,,1517.3,2192.3
4,18,34.596,0.128,-,79,52,8.19,0.34,37.5,3.2,,1509.5,2530.4
4,18,34.603,0.184,-,79,41,21.25,0.49,16.3,1.8,,1498.1,3047.8
4,18,34.625,0.222,-,79,53,46.41,0.58,11.5,1.4,,1511.2,2451.8
4,18,34.66,0.18,-,79,32,10.86,0.49,16.6,2.0,,1488.3,3488.0
4,18,34.693,0.091,-,80,29,17.2,0.22,85.9,5.3,,1548.7,747.6
4,18,34.72,0.202,-,79,45,52.17,0.54,13.6,1.6,,1502.6,2831.1
4,18,35.018,0.178,-,80,6,26.78,0.46,19.1,2.0,,1523.8,1843.6
4,18,35.213,0.189,-,80,19,57.42,0.48,17.6,1.9,,1537.7,1195.3
4,18,35.301,0.104,-,80,7,11.22,0.27,63.0,4.4,,1524.0,1808.1
4,18,35.322,0.107,-,79,32,45.58,0.3,51.9,4.0,,1487.4,3460.2
4,18,35.382,0.2,-,79,31,23.17,0.54,13.3,1.7,,1485.8,3526.1
4,18,35.507,0.206,-,79,50,39.32,0.54,13.2,1.6,,1506.0,2601.4
4,18,35.623,0.102,-,79,48,3.49,0.27,61.5,4.4,,1503.0,2726.0
4,18,35.645,0.201,-,80,17,41.02,0.5,15.4,1.8,,1534.5,1304.4
4,18,35.65,0.213,-,79,32,59.47,0.58,11.7,1.6,,1487.0,3449.1
4,18,35.657,0.053,-,79,37,51.65,0.14,219.6,8.7,,1492.1,3215.4
4,18,35.709,0.193,-,79,52,24.81,0.51,15.3,1.7,,1507.5,2517.0
4,18,35.836,0.176,-,79,48,59.49,0.47,18.5,2.0,,1503.5,2681.2
4,18,36.061,0.218,-,79,39,33.23,0.58,11.4,1.5,,1493.0,3134.1
4,18,36.077,0.067,-,80,14,21.57,0.17,143.2,6.6,,1530.0,1463.9
4,18,36.212,0.219,-,80,15,45.06,0.55,12.8,1.5,,1531.3,1397.1
4,18,36.333,0.218,-,80,2,6.46,0.56,12.2,1.5,,1516.5,2051.8
4,18,36.462,0.141,-,79,30,34.17,0.39,28.1,2.7,,1482.6,3565.2
4,18,36.536,0.099,-,79,56,3.45,0.26,67.3,4.6,,1509.6,2342.1
4,18,36.653,0.213,-,79,47,39.79,0.56,12.2,1.5,,1500.4,2744.9
4,18,36.763,0.18,-,80,1,25.19,0.47,18.5,1.9,,1514.8,2084.8
4,18,36.842,0.247,-,80,27,56.6,0.61,10.3,1.5,,1543.0,812.0
4,18,36.888,0.152,-,80,11,53.61,0.39,27.5,2.6,,1525.8,1582.2
4,18,36.924,0.2,-,79,54,17.4,0.52,14.2,1.6,,1506.9,2426.9
4,18,36.933,0.103,-,79,38,8.51,0.28,57.9,4.2,,1489.7,3201.8
4,18,36.952,0.11,-,80,19,12.95,0.28,58.8,4.3,,1533.5,1230.8
4,18,37.079,0.218,-,80,16,8.36,0.55,12.8,1.5,,1529.9,1378.4
4,18,37.166,0.082,-,79,29,36.91,0.22,87.3,5.3,,1480.1,3611.0
4,18,37.265,0.138,-,80,22,38.34,0.34,35.8,3.1,,1536.5,1066.5
4,18,37.306,0.222,-,80,1,6.13,0.57,11.9,1.4,,1513.4,2100.0
4,18,37.423,0.095,-,79,39,17.91,0.26,69.0,4.7,,1489.8,3146.3
4,18,37.441,0.224,-,79,39,47.94,0.6,10.7,1.4,,1490.3,3122.3
4,18,37.513,0.156,-,80,0,16.43,0.41,24.9,2.4,,1512.1,2139.7
4,18,37.72,0.207,-,79,33,58.1,0.56,12.4,1.6,,1483.5,3402.1
4,18,37.721,0.206,-,80,14,47.11,0.52,14.4,1.7,,1527.2,1443.4
4,18,37.779,0.198,-,80,26,18.54,0.49,16.4,1.9,,1539.4,890.4
4,18,37.829,0.199,-,80,24,55.18,0.49,16.2,1.9,,1537.8,957.0
4,18,37.838,0.197,-,80,30,35.22,0.49,16.7,2.0,,1543.9,685.1
4,18,37.953,0.187,-,80,6,5.59,0.49,17.1,1.9,,1517.4,1860.5
4,18,37.978,0.16,-,80,22,19.93,0.4,25.4,2.5,,1534.7,1081.2
4,18,38.064,0.122,-,80,28,15.43,0.3,47.8,3.8,,1540.9,796.9
4,18,38.075,0.099,-,80,17,28.32,0.25,71.8,4.8,,1529.3,1314.4
4,18,38.127,0.217,-,80,12,4.05,0.55,12.8,1.5,,1523.4,1573.8
4,18,38.188,0.146,-,79,39,36.59,0.4,26.7,2.5,,1488.5,3131.3
4,18,38.268,0.201,-,80,1,58.32,0.52,14.4,1.6,,1512.3,2058.2
4,18,38.273,0.175,-,79,36,28.35,0.48,18.0,2.0,,1485.0,3281.9
4,18,38.411,0.241,-,80,3,32.79,0.62,10.0,1.3,,1513.7,1982.6
4,18,38.58,0.092,-,80,3,19.25,0.24,77.9,5.0,,1513.1,1993.5
4,18,38.598,0.229,-,80,2,56.41,0.59,11.1,1.4,,1512.7,2011.7
4,18,38.616,0.051,-,80,0,44.22,0.13,308.2,11.5,,1510.3,2117.5
4,18,38.637,0.212,-,80,31,57.5,0.52,14.6,1.9,,1543.7,619.2
4,18,38.652,0.214,-,80,6,22.82,0.55,12.9,1.5,,1516.2,1846.6
4,18,38.67,0.176,-,79,59,39.76,0.46,19.2,2.0,,1509.0,2169.0
4,18,38.74,0.152,-,79,49,41.85,0.4,25.6,2.4,,1498.1,2647.2
4,18,38.745,0.119,-,80,4,16.92,0.3,46.4,3.6,,1513.8,1947.3
4,18,38.763,0.197,-,79,30,59.31,0.53,13.6,1.8,,1478.0,3545.0
4,18,38.942,0.188,-,79,31,17.38,0.51,15.1,1.9,,1478.0,3530.5
4,18,39.054,0.172,-,80,15,56.11,0.44,21.5,2.2,,1525.7,1388.1
4,18,39.167,0.145,-,79,37,51.52,0.39,27.0,2.6,,1484.5,3215.3
4,18,39.199,0.109,-,79,33,52.21,0.3,50.5,3.9,,1480.2,3406.7
4,18,39.256,0.188,-,79,59,54.73,0.49,16.7,1.8,,1508.0,2157.0
4,18,39.265,0.16,-,79,34,41.83,0.44,21.4,2.2,,1480.9,3367.0
4,18,39.342,0.186,-,80,18,53.89,0.48,18.1,2.0,,1528.3,1245.9
4,18,39.396,0.135,-,79,37,20.81,0.36,31.5,2.9,,1483.5,3239.9
4,18,39.448,0.163,-,80,14,11.21,0.42,23.7,2.3,,1523.0,1472.0
4,18,39.455,0.186,-,79,29,9.37,0.51,15.2,1.9,,1474.6,3632.9
4,18,39.649,0.224,-,80,9,27.62,0.57,11.9,1.5,,1517.5,1698.8
4,18,39.815,0.099,-,79,33,28.58,0.27,61.6,4.4,,1478.4,3425.6
4,18,39.901,0.214,-,79,59,1.9,0.56,12.6,1.5,,1505.7,2199.2
4,18,39.949,0.204,-,80,1,14.55,0.53,14.1,1.6,,1508.0,2093.1
4,18,40.01,0.23,-,80,9,53.6,0.59,11.3,1.4,,1517.2,1678.0
4,18,40.28,0.105,-,79,38,24.95,0.28,56.4,4.2,,1482.7,3188.5
4,18,40.287,0.147,-,80,13,54.9,0.37,30.2,2.7,,1521.0,1485.0
4,18,40.5,0.202,-,79,36,42.12,0.54,13.2,1.6,,1480.4,3270.7
4,18,40.638,0.062,-,79,30,48.35,0.17,144.1,6.7,,1473.7,3553.7
4,18,40.644,0.227,-,79,40,48.39,0.61,10.4,1.4,,1484.5,3073.8
4,18,40.657,0.179,-,80,13,35.12,0.46,19.4,2.0,,1519.9,1500.8
4,18,40.669,0.244,-,80,12,57.97,0.62,10.1,1.3,,1519.2,1530.5
4,18,40.696,0.136,-,79,44,47.09,0.36,32.1,2.9,,1488.7,2882.9
4,18,40.816,0.151,-,79,42,18.18,0.41,25.0,2.4,,1485.8,3002.0
4,18,40.824,0.149,-,79,55,32.85,0.39,27.0,2.5,,1500.1,2366.4
4,18,40.896,0.138,-,79,33,7.22,0.38,29.4,2.8,,1475.7,3442.6
4,18,40.942,0.167,-,80,7,46.33,0.43,22.1,2.2,,1513.0,1779.7
4,18,41.076,0.146,-,80,29,52.67,0.36,32.1,3.0,,1536.7,719.0
4,18,41.188,0.196,-,79,42,29.53,0.52,14.3,1.7,,1485.2,2992.9
4,18,41.276,0.073,-,79,32,59.43,0.2,107.1,5.8,,1474.7,3448.8
4,18,41.296,0.226,-,80,28,14.45,0.56,12.5,1.7,,1534.5,797.5
4,18,41.307,0.202,-,79,39,44.29,0.54,13.4,1.6,,1481.9,3125.0
4,18,41.443,0.207,-,79,48,47.02,0.55,13.1,1.5,,1491.4,2690.9
4,18,41.489,0.126,-,80,20,39.42,0.31,42.8,3.5,,1525.9,1161.4
4,18,41.596,0.201,-,79,58,31.95,0.52,14.4,1.6,,1501.7,2223.1
4,18,41.68,0.147,-,79,51,36.96,0.39,27.5,2.6,,1494.0,2555.0
4,18,41.891,0.163,-,79,40,16.21,0.44,21.1,2.2,,1481.3,3099.5
4,18,41.893,0.232,-,79,46,32.6,0.62,10.2,1.3,,1488.0,2798.4
4,18,41.93,0.165,-,80,11,19.33,0.42,23.0,2.3,,1514.8,1609.3
4,18,41.938,0.242,-,80,9,47.41,0.62,10.2,1.3,,1513.2,1682.9
4,18,42.199,0.087,-,79,43,42.0,0.23,82.1,5.1,,1484.3,2934.9
4,18,42.216,0.18,-,79,53,37.72,0.48,17.9,1.9,,1495.0,2458.4
4,18,42.442,0.114,-,79,32,21.8,0.31,45.4,3.7,,1471.5,3478.8
4,18,42.473,0.11,-,80,30,25.24,0.28,60.3,4.4,,1534.5,692.8
